timestamp,open,high,low,close,volume,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,MAMA-FAMA,MAMA-MAMA,T3,MACD-MACD,MACD-MACD_Hist,MACD-MACD_Signal,MACDEXT-MACD,MACDEXT-MACD_Hist,MACDEXT-MACD_Signal,SlowD,SlowK,STOCHF-FastD,STOCKF-FastK,RSI,STOCHRSI-FastD,STOCHRSI-FastK,WILLR,ADX,ADXR,APO,PPO
7/7/2017,31373.5195,31426.2891,31286.6191,31360.6309,6200,31170.3971,31224.7233,31206.0859,31276.5023,31300.6024,31112.3611,31044.3316,26888.0371,29090.7505,31196.2716,113.9576,-16.3881,130.3456,-17.0382,-50.5992,33.561,83.473,83.2305,83.2305,77.4412,60.4029,93.3153,100,-12.8286,28.4581,34.533,-17.0382,-0.0546
7/6/2017,31298.4199,31460.6992,31264.8594,31369.3398,10100,31168.198,31191.6575,31168.7547,31221.8771,31229.7734,31091.2514,31042.4391,26876.9682,29067.6922,31197.1109,106.8217,-27.6209,134.4426,-9.646,-64.5368,54.8908,78.1623,83.632,83.632,88.2878,57.4892,93.3153,92.0988,-18.2294,27.7162,34.9755,-9.646,-0.0309
7/5/2017,31272.7207,31284.6406,31177.7793,31245.5605,6500,31168.574,31167.9325,31145.1464,31181.1426,31173.7841,31101.467,31041.3036,26865.9596,29045.1596,31207.7643,103.8066,-37.5413,141.3479,-13.2522,-91.5121,78.2598,64.9392,83.5564,83.5564,83.9625,56.5035,95.949,87.847,-32.9263,26.8918,34.0493,-13.2522,-0.0425
7/4/2017,31331.2109,31353.4609,31166.3691,31209.7891,8700,31180.5549,31144.6463,31128.389,31137.5056,31108.1612,31138.0529,31037.7474,26855.0088,29022.659,31227.4366,101.0648,-49.6684,150.7332,-9.9779,-115.7904,105.8125,42.5033,67.2985,67.2985,78.6457,59.3211,66.6667,100,-37.1737,27.3177,34.5148,-9.9779,-0.032
7/3/2017,31156.0391,31258.3301,31017.1094,31221.6191,8100,31164.3318,31103.1875,31098.0473,31053.0012,30974.0902,31183.2438,31032.3501,26844.1161,28999.3402,31255.4967,90.1399,-73.0104,163.1503,2.7431,-133.896,136.6391,23.4047,43.9628,43.9628,88.0609,53.0046,33.3333,100,-35.769,27.791,34.1871,2.7431,0.0088
6/30/2017,30824.9707,30965.4492,30680.6602,30921.6094,9200,31164.775,31091.4427,31099.6357,31018.3591,30899.015,31226.5825,31031.7976,26833.2858,28977.5554,31289.6447,92.7204,-88.6825,181.4029,32.0946,-136.9477,169.0422,11.8742,16.2487,16.2487,35.1889,36.1369,0,0,-71.3908,29.0752,34.3276,32.0946,0.1031
6/29/2017,30910.9707,31097.9199,30794.6094,30857.5195,12300,31204.567,31150.6586,31168.6532,31120.5503,31017.6605,31259.0822,31054.321,26822.5106,28958.8947,31320.3796,128.3741,-75.1994,203.5735,68.8182,-132.6605,201.4787,15.0459,10.0026,10.0026,8.6384,39.447,0,0,-91.3616,31.0758,35.7009,68.8182,0.2211
6/28/2017,30988.8691,31000.4805,30798.6992,30834.3203,9900,31228.2389,31203.9226,31226.3383,31220.3875,31141.2066,31268.8802,31061.2171,26811.775,28939.1767,31337.8934,163.2576,-59.1158,222.3734,108.7569,-125.288,234.0449,26.3596,9.3713,9.3713,4.9189,42.6303,18.986,0,-95.0811,34.4856,37.704,108.7569,0.3496
6/27/2017,31194.6797,31294.9609,30847.0801,30958.25,15300,31238.4619,31251.7123,31271.7188,31319.6257,31274.2975,31255.5903,31062.4737,26801.0845,28918.4727,31343.4572,197.4755,-39.6768,237.1523,139.5505,-126.8677,266.4182,45.4333,25.7639,25.7639,16.4504,52.7528,38.4175,0,-83.5496,37.1422,39.5924,139.5505,0.4488
6/23/2017,31352.5703,31365.3906,31110.3906,31138.2109,89700,31241.5369,31264.3862,31280.2383,31360.0654,31332.4301,31230.7267,31061.4871,26790.4444,28895.4808,31340.3088,217.3223,-29.7492,247.0715,174.9299,-123.5585,298.4884,62.514,43.9438,43.9438,6.7447,63.0973,50.8388,56.9579,-76.0661,40.6079,41.8683,174.9299,0.563
6/22/2017,31351.5293,31522.8691,31255.6309,31290.7402,10200,31225.9658,31244.7897,31257.2193,31342.1345,31310.0235,31207.9327,31050.2284,26779.8663,28870.6617,31334.9102,223.4169,-31.0919,254.5088,200.6755,-127.9651,328.6407,67.436,66.5923,66.5923,54.0965,63.0543,65.1862,58.2948,-45.9035,42.2348,43.4703,200.6755,0.6466
6/21/2017,31302.1797,31336.4395,31193.6094,31283.6406,35700,31222.5039,31221.0698,31233.7601,31316.3269,31274.9924,31194.676,31047.8188,26769.3598,28845.6024,31331.4898,228.0521,-34.2297,262.2818,234.7215,-117.9643,352.6857,58.5863,77.0061,77.0061,70.9901,61.1219,57.3943,37.2637,-29.0099,41.2068,43.4246,234.7215,0.757
6/20/2017,31392.5293,31392.5293,31261.4902,31297.5293,8100,31217.557,31203.0454,31218.3742,31301.4463,31254.0702,31189.2079,31045.301,26758.9264,28820.7885,31330.0446,235.6759,-35.1634,270.8392,267.4617,-103.3577,370.8194,40.7814,58.7097,58.7097,74.6903,66.8862,51.3993,100,-25.3097,41.7118,43.0968,267.4617,0.8636
6/19/2017,31168.9805,31362.1504,31163.3496,31311.5703,7500,31220.3891,31160.9379,31187.076,31239.0981,31160.9533,31199.8813,31042.9141,26748.5653,28794.8113,31329.4481,232.7793,-46.8507,279.63,294.3712,-89.5713,383.9425,29.407,40.043,40.043,85.3379,58.0834,41.5051,34.9193,-28.7432,40.5831,41.9105,294.3712,0.9518
6/16/2017,31160.4707,31182.7305,31017.1797,31056.4004,13300,31230.965,31159.1506,31198.3459,31252.8925,31172.964,31222.2459,31040.459,26738.2827,28770.8298,31329.0586,248.4577,-42.885,291.3427,324.0228,-69.6308,393.6536,23.6581,23.5914,23.5914,16.1011,57.6981,35.5589,19.2785,-90.5067,39.58,40.7178,324.0228,1.0488
6/15/2017,31222.8906,31229.4395,31026.4805,31075.7305,12700,31235.4549,31158.8573,31211.9794,31273.1374,31195.9851,31243.0126,31039.3949,26728.0689,28746.692,31322.0594,265.7216,-36.3424,302.064,361.9143,-35.7925,397.7068,25.0561,24.5864,24.5864,18.69,61.4252,29.1327,70.3175,-87.8046,40.326,40.5233,361.9143,1.1727
6/14/2017,31147.6895,31190.3594,31054.9395,31155.9102,12700,31224.8748,31144.6277,31212.3401,31270.0737,31186.9424,31255.9056,31036.1652,26717.925,28721.6799,31306.7785,277.536,-33.6136,311.1496,400.1167,5.2043,394.9125,25.7608,22.7964,22.7964,35.9832,58.5199,7.7669,17.0807,-71.0832,40.9224,40.2517,400.1167,1.2984
6/13/2017,31091.0996,31260.7695,31062.3398,31103.4902,13300,31232.3568,31143.9473,31227.7342,31296.5898,31222.1813,31264.6579,31034.7881,26707.8559,28697.1748,31282.0891,296.2355,-23.3175,319.553,428.1816,40.7384,387.4433,31.8953,27.7855,27.7855,19.0861,56.2903,2.0733,0,-84.662,42.0426,40.5067,428.1816,1.3915
6/12/2017,31225.4297,31225.4297,31044.2793,31095.6992,6800,31234.4199,31155.6912,31253.7924,31353.9982,31308.719,31259.6056,31034.4565,26697.8593,28672.9937,31244.3047,321.5558,-3.8266,325.3824,446.3008,70.6425,375.6583,34.5835,26.7006,26.7006,13.3198,63.5927,7.6622,6.22,-86.6802,43.1287,40.364,446.3008,1.4526
6/9/2017,31196.8594,31289.9902,31087.2793,31262.0605,9800,31206.315,31140.1938,31250.317,31367.0715,31340.3011,31232.5496,31024.4687,26687.934,28647.2115,31192.1501,335.5193,9.1803,326.339,417.0809,56.1238,360.9571,45.246,41.1999,41.1999,50.9505,62.6656,5.5888,0,-30.0239,44.7058,40.4734,417.0809,1.3593
6/8/2017,31316.9102,31354.5098,31193.7695,31213.3594,14000,31163.2061,31127.6014,31244.1983,31392.3041,31397.4096,31189.1966,31010.0767,26678.0884,28621.4575,31128.7652,351.3706,27.3266,324.0439,397.9249,49.5072,348.4176,54.45,35.8501,35.8501,15.8314,69.3435,38.9222,16.7665,-31.6847,45.6423,40.2004,397.9249,1.2987
6/7/2017,31252.7109,31346.9902,31172.9805,31271.2793,9500,31068.9961,31085.5328,31199.123,31366.9897,31389.9839,31120.8173,30934.1237,26668.3227,28594.2307,31055.3772,354.2683,37.0561,317.2123,385.5692,46.6622,338.907,70.105,58.6882,58.6882,56.8176,67.6862,52.3822,0,-14.7525,44.4818,39.1086,385.5692,1.2605
6/6/2017,31420.8496,31430.3203,31172.5508,31190.5605,13600,30988.402,31048.3821,31151.0668,31355.2342,31408.7336,31033.2407,30877.4217,26658.6448,28567.3774,30976.6357,359.3506,51.4023,307.9483,381.7713,52.2313,329.54,78.5396,68.8119,68.8119,34.9011,77.5709,63.1448,100,-20.2719,43.2378,38.6991,381.7713,1.25
6/5/2017,31274.7402,31355.4199,31198.2207,31309.4902,9000,30901.7061,30965.6115,31056.6771,31257.8825,31308.6894,30928.0761,30755.5047,26649.0532,28538.5544,30894.9361,343.4909,48.3932,295.0977,360.5015,39.7945,320.707,84.3266,82.8151,82.8151,84.3457,74.6789,41.7432,57.1466,-4.146,41.8557,39.2707,360.5015,1.1824
6/2/2017,31205.3691,31332.5605,31190.4004,31273.2891,8500,30838.1201,30896.9163,30977.2916,31185.441,31243.7922,30823.0322,30686.2679,26639.5582,28510.9162,30816.3137,333.1285,50.1291,282.9994,336.7652,23.2775,313.4877,86.8033,83.9919,83.9919,87.189,73.2024,56.0277,32.2876,-5.463,40.7205,39.6868,336.7652,1.1061
6/1/2017,31117.0898,31213.1191,31062.0195,31137.5898,8300,30771.5482,30828.3712,30898.4151,31112.4675,31179.3571,30721.4629,30613.8531,26630.1544,28483.6995,30740.361,322.12,51.6529,270.4671,332.8941,23.883,309.0111,89.6182,86.1727,86.1727,76.9105,71.2847,78.5985,35.7954,-11.6793,39.581,38.8,332.8941,1.095
5/31/2017,31222.5098,31255.2793,31107.4805,31145.8008,13000,30706.5213,30764.2115,30823.7662,31047.2806,31128.0074,30637.6139,30545.2498,26620.8401,28457.0996,30669.0697,312.3723,54.8184,257.5539,322.117,19.0033,303.1137,91.5193,90.2452,90.2452,87.8764,77.2241,100,100,-10.8644,38.9708,38.1426,322.117,1.0613
5/30/2017,31111.7305,31220.3809,31064.0391,31159.4004,9600,30645.9232,30662.3674,30718.9323,30906.4967,30966.223,30584.1663,30468.4939,26611.6127,28429.1661,30605.2449,284.6534,40.804,243.8493,313.9897,16.825,297.1647,83.4518,92.4368,92.4368,93.7313,75.2759,94.3701,100,-6.2687,37.5993,37.4789,313.9897,1.0369
5/29/2017,30944.3809,31214.3906,30869.9004,31109.2793,14900,30573.8982,30562.509,30621.1446,30761.0308,30788.4221,30551.163,30381.7499,26602.4792,28402.0695,30553.7979,256.4129,22.7646,233.6483,304.2259,13.1785,291.0475,65.5172,91.8759,91.8759,89.1278,72.0221,61.0367,100,-10.8722,36.2411,35.8785,304.2259,1.0066
5/26/2017,30765.7695,31074.0703,30745.5703,31028.2109,14600,30508.1971,30477.6485,30541.8385,30635.4259,30628.1597,30525.0372,30312.521,26593.4361,28376.3896,30512.6186,233.6774,5.7202,227.9572,312.3287,28.1514,284.1774,44.4509,66.0426,66.0426,94.4512,67.9734,27.7034,83.1102,-5.5488,34.7585,34.3667,312.3287,1.0355
5/25/2017,30374.8105,30793.4297,30352.2598,30750.0293,10000,30460.1811,30413.6217,30486.277,30542.4338,30504.5876,30500.6268,30272.2643,26584.4765,28352.2545,30476.4017,219.4455,-7.0816,226.5271,301.2668,25.2755,275.9913,35.5485,38.633,38.633,92.0487,55.203,0,0,-6.3639,33.7353,33.7292,301.2668,1.0007
5/24/2017,30446.7695,30534.1504,30247.5996,30301.6406,11300,30453.6711,30422.2464,30500.6152,30588.308,30579.3012,30478.5167,30271.095,26575.5932,28331.8246,30437.9246,237.8952,9.5977,228.2975,302.2742,34.376,267.8982,40.6082,28.677,28.677,11.628,59.1072,17.8295,0,-68.3489,34.1604,34.0209,302.2742,1.0051
5/23/2017,30553.8906,30610.6406,30316.9199,30365.25,18700,30407.8721,30416.7968,30493.543,30614.3115,30634.7561,30432.4146,30254.188,26566.7679,28310.4615,30389.0077,250.6568,24.7587,225.8981,295.5277,37.7569,257.7708,52.5446,39.3355,39.3355,12.2222,65.2941,25.5798,0,-47.8817,36.6857,34.6315,295.5277,0.9839
5/22/2017,30638.8809,30712.1504,30516.8691,30570.9707,11400,30350.233,30386.3315,30456.5143,30597.273,30635.6878,30366.8546,30203.054,26558.0056,28287.8006,30333.5931,252.3924,32.684,219.7084,296.4756,53.5466,242.929,67.0299,53.8122,53.8122,62.181,70.5687,25.7202,53.4884,-17.6523,38.653,35.1888,296.4756,0.9882
5/19/2017,30539.6504,30712.3496,30338.5195,30464.9199,13800,30277.8568,30330.2094,30390.8736,30531.9047,30569.61,30294.2998,30078.608,26549.3132,28264.0524,30276.7157,242.283,30.7456,211.5374,279.8172,53.7342,226.083,80.535,64.4862,64.4862,43.6033,67.8386,41.2241,23.2509,-29.6344,38.0189,35.4329,279.8172,0.9337
5/18/2017,30466.8203,30575.8301,30393.7207,30434.7891,16200,30238.1059,30283.6669,30336.0473,30483.641,30528.0039,30228.6798,30044.0339,26540.6964,28241.0665,30221.9204,235.959,32.108,203.851,268.5763,61.0204,207.5559,87.0755,82.7912,82.7912,55.6523,65.7394,66.8071,0.4214,-29.6553,37.3144,35.7127,268.5763,0.8972
5/17/2017,30616.5293,30692.4492,30519.1406,30658.7695,14900,30198.3959,30242.9662,30287.2429,30446.6782,30504.6375,30163.5282,30012.3641,26532.1519,28218.5842,30169.168,231.8706,36.0466,195.824,258.9347,71.0817,187.853,85.3158,94.3276,94.3276,94.2032,74.768,96.1316,100,-3.8764,37.3585,36.437,258.9347,0.8658
5/16/2017,30391.4805,30591.5508,30363.3691,30582.5996,13600,30135.2379,30159.9521,30199.7353,30325.9195,30359.0139,30103.4859,29897.3298,26523.6773,28194.3625,30120.2139,208.0366,21.2243,186.8124,242.3952,76.0426,166.3525,80.2117,84.1077,84.1077,98.5183,69.0098,92.8071,100,-1.1656,35.516,34.9634,242.3952,0.8113
5/15/2017,30287.3691,30357.9609,30273.6191,30322.1191,8000,30098.2389,30108.5014,30146.4187,30259.8996,30285.7793,30065.8349,29848.3886,26515.2819,28172.1694,30078.9989,197.5038,15.9975,181.5063,238.6539,94.4415,144.2124,74.9057,77.5122,77.5122,90.2612,65.756,92.8071,88.3947,-7.8801,33.975,34.0906,238.6539,0.7992
5/12/2017,30285.6094,30299.7402,30111.4492,30188.1504,11100,30075.9619,30068.753,30107.981,30214.0469,30239.5733,30046.966,29826.8624,26506.9558,28150.8037,30041.2555,191.7878,14.2808,177.5069,228.4285,105.8109,122.6176,66.6908,79.0152,79.0152,63.5435,65.7012,71.4973,90.0266,-31.7048,33.7231,33.851,228.4285,0.7653
5/11/2017,30309.7109,30366.4297,30207.1094,30250.9805,10700,30061.54,30020.5627,30067.2411,30149.9538,30165.2499,30040.4803,29815.5641,26498.6953,28129.24,30005.9117,181.8815,7.9448,173.9367,211.1284,107.7546,103.3738,49.0763,68.1896,68.1896,78.732,67.0229,48.3481,100,-20.5312,33.8813,33.4855,211.1284,0.7078
5/10/2017,29988.7793,30271.5996,29987.4395,30248.1699,11000,30033.5889,29956.3075,30017.0371,30050.1971,30033.3908,30037.4596,29789.1262,26490.5016,28107.2151,29973.301,164.1381,-7.8125,171.9505,161.9514,77.6205,84.3309,41.0339,52.8677,52.8677,94.7702,56.5478,15.0147,24.4652,-5.0119,32.5773,31.3895,161.9514,0.5434
5/9/2017,29977.5,30017.8203,29911.4395,29933.25,8400,30017.225,29949.0916,30022.2091,30056.6295,30049.7369,30037.1117,29783.1555,26482.3774,28088.2094,29941.4749,171.7801,-2.1235,173.9036,144.8614,75.6241,69.2373,37.1089,26.1717,26.1717,31.0667,56.1068,40.193,20.5791,-62.2168,31.7247,29.3929,144.8614,0.4864
5/8/2017,29915.1191,30016.0391,29877.4102,29926.1504,10000,29960.243,29942.7786,30019.0714,30067.9009,30077.0609,30016.431,29760.7989,26474.3079,28069.1256,29902.6693,180.184,5.7495,174.4345,113.0736,57.5201,55.5535,44.3168,44.0623,44.0623,32.7661,53.7714,45.9216,0,-32.6163,32.8469,28.6566,113.0736,0.3799
5/5/2017,30142.1406,30176.5508,29823.5996,29858.8008,15900,29926.2971,29948.9252,30021.1038,30107.999,30153.146,29977.986,29753.9438,26466.2938,28050.4792,29857.1868,194.6411,21.644,172.9971,91.2502,43.2583,47.9919,43.5241,41.0926,41.0926,14.6823,65.1199,45.9216,100,-35.1881,34.111,28.7092,91.2502,0.3068
5/4/2017,30069.7207,30169.9492,30007.4004,30126.2109,22300,29847.942,29905.9884,29967.6131,30057.4752,30105.0678,29908.465,29682.6482,26458.333,28029.3513,29806.8236,187.1476,19.5614,167.5861,65.4301,17.3204,48.1098,50.3255,47.7955,47.7955,84.7384,62.8701,21.8543,37.7647,-6.2727,35.5155,29.1579,65.4301,0.2202
5/3/2017,29984.9492,30020.5898,29846.5703,29894.8008,11300,29777.96,29869.6035,29914.5657,30018.369,30073.8166,29816.959,29620.5515,26450.4385,28008.7415,29758.6387,182.2346,19.5388,162.6958,43.1344,-10.0543,53.1887,61.7251,41.6841,41.6841,23.8572,60.1631,37.3372,0,-30.6999,34.4107,28.9303,43.1344,0.1453
5/2/2017,30021.4902,30069.2402,29804.1191,29921.1797,11700,29728.243,29843.9711,29867.8918,30000.1632,30075.3591,29715.525,29590.1058,26442.6078,27988.7798,29713.4568,181.9444,24.1333,157.8111,44.3,-20.501,64.801,78.6081,61.497,61.497,34.7909,61.9142,70.6706,27.7981,-27.9017,34.2062,29.5215,44.3,0.1494
4/28/2017,30064.5996,30067.6406,29848.2109,29918.4004,11300,29673.1209,29804.5224,29804.552,29955.9752,30043.1419,29621.5043,29546.1459,26434.8381,27968.2474,29673.6953,175.207,23.4292,151.7778,55.2345,-24.5727,79.8072,89.6467,81.9943,81.9943,66.4042,63.8887,94.7379,84.2136,-28.1966,33.979,29.8883,55.2345,0.1864
4/27/2017,30141.3906,30184.2207,29973.4004,30029.7402,10700,29630.3729,29746.7274,29725.6016,29874.0415,29956.4398,29549.9926,29515.8171,26427.1325,27947.0721,29645.3936,159.6699,13.7494,145.9205,39.7428,-55.6208,95.3637,86.1476,92.3331,92.3331,83.2958,67.3311,100,100,-16.3863,33.0897,30.6455,39.7428,0.1342
4/26/2017,30030.1992,30167.0898,29968.5703,30133.3496,10900,29600.1158,29659.0245,29627.188,29726.9276,29768.2257,29510.7865,29495.8161,26419.4946,27924.9073,29634.4694,129.6977,-12.7854,142.4831,26.1087,-86.5833,112.692,72.7502,94.6129,94.6129,96.2828,64.864,77.372,100,-3.6452,30.2017,30.5155,26.1087,0.0882
4/25/2017,29825.1406,29961.8203,29780.8398,29943.2402,8600,29560.102,29576.5412,29541.7158,29577.0506,29560.1324,29506.3458,29472.6914,26411.9297,27903.6417,29644.5842,100.877,-44.8025,145.6795,21.7075,-110.9166,132.6241,50.3466,71.4968,71.4968,97.4207,59.8287,77.372,100,-2.5793,27.0612,29.6772,21.7075,0.0734
4/24/2017,29407.6797,29681.3301,29392.9902,29655.8398,8900,29552.8498,29521.2969,29492.2084,29466.6752,29390.8663,29532.7431,29469.7486,26404.4337,27884.2327,29671.8354,83.5028,-73.3773,156.8801,45.0191,-107.8274,152.8465,33.3138,52.1409,52.1409,90.1351,45.5251,44.0387,32.1161,-30.6326,24.4663,29.364,45.0191,0.1523
4/21/2017,29575.6602,29584.3398,29259.4199,29365.3008,11300,29597.1529,29546.5451,29526.6581,29505.0336,29425.4884,29583.0671,29474.442,26396.9975,27868.8443,29707.3737,102.6175,-72.607,175.2244,92.3106,-76.3864,168.697,19.5375,27.4022,27.4022,26.9345,52.2645,33.3333,100,-80.7923,23.3073,29.8781,92.3106,0.3122
4/20/2017,29358.5898,29453.0605,29341.6797,29422.3906,14600,29634.276,29540.0751,29537.3155,29482.8688,29369.952,29641.6305,29468.1333,26389.6013,27851.6037,29739.9767,108.4187,-84.9575,193.3762,111.1407,-68.2062,179.3468,12.719,20.3982,20.3982,39.3532,42.3366,1.5987,0,-74.6187,22.8003,30.1184,111.1407,0.376
4/19/2017,29369.9004,29388.25,29241.4805,29336.5703,11600,29698.0199,29580.4052,29599.03,29550.8164,29440.4246,29703.3856,29491.1463,26382.2546,27836.3817,29768.8281,136.3478,-78.2677,214.6155,147.6452,-41.6342,189.2793,10.152,10.812,10.812,15.9189,42.7536,1.5987,0,-87.5862,23.4498,29.9164,147.6452,0.4997
4/18/2017,29487.7793,29701.1895,29286.3809,29319.0996,12100,29734.8029,29627.1841,29665.376,29637.7988,29543.079,29752.722,29497.9298,26374.9474,27820.8916,29785.6666,168.8607,-65.3218,234.1825,179.3559,-17.5126,196.8686,15.3566,6.9468,6.9468,5.9226,47.1053,1.5987,4.7961,-95.4627,24.8369,30.0239,179.3559,0.6074
4/17/2017,29470.2695,29494.0801,29363.2793,29413.6602,6700,29749.416,29658.1629,29712.9463,29702.1153,29619.6843,29789.4294,29498.1071,26367.6813,27804.0543,29788.6246,195.9006,-54.6123,250.5129,195.2425,-8.0326,203.2751,21.9242,12.6972,12.6972,10.5944,46.3756,14.4716,0,-92.1793,25.7976,30.0627,195.2425,0.6616
4/13/2017,29637.1191,29660.4805,29442.2598,29461.4492,10700,29756.192,29699.917,29764.9322,29795.3906,29746.163,29806.8861,29498.3533,26360.4634,27787.2239,29778.3669,229.3467,-34.8193,264.166,195.6978,-13.7702,209.468,27.762,26.4258,26.4258,4.3233,52.5985,14.4716,0,-96.605,28.2013,31.5155,195.6978,0.6634
4/12/2017,29838.8203,29838.8203,29549.7402,29643.4805,8500,29738.7811,29713.872,29783.4162,29844.5171,29819.5215,29795.5321,29495.3907,26353.2937,27768.538,29754.7545,251.7118,-21.159,272.8708,205.4974,-12.3562,217.8536,32.5485,26.6498,26.6498,23.1738,61.59,14.4716,43.4147,-64.0777,30.8292,33.1191,205.4974,0.6974
4/11/2017,29630.0605,29804.5098,29570.5801,29788.3496,10800,29685.0211,29686.1058,29755.4527,29818.0168,29788.7325,29750.6921,29456.3469,26346.1819,27747.6261,29722.53,256.0597,-22.1008,278.1605,203.7093,-25.021,228.7303,47.1662,30.2104,30.2104,51.7802,54.3153,2.6261,0,-31.0269,32.2933,34.6254,203.7093,0.6922
4/10/2017,29752.6191,29831.3203,29553.0391,29575.7402,10700,29661.583,29698.5602,29761.184,29872.2393,29878.2155,29689.21,29450.0742,26339.1395,27728.6116,29685.4112,279.1402,-4.5455,283.6857,187.6735,-51.2878,238.9613,67.6495,40.7852,40.7852,4.9954,60.3551,28.0304,0,-51.1576,34.2617,36.9004,187.6735,0.6381
4/7/2017,29850.7109,29886.1191,29668.4492,29706.6094,14700,29621.3811,29686.5472,29737.3225,29886.8085,29920.6949,29614.6953,29422.476,26332.1572,27708.1671,29641.1263,292.0605,7.2384,284.8221,188.1592,-63.7938,251.9529,85.0173,70.5029,70.5029,33.8557,65.6104,61.3637,7.8782,-35.6507,36.4488,39.5111,188.1592,0.6405
4/6/2017,29946.8906,29954.25,29817.5898,29927.3398,11300,29556.4109,29650.0663,29683.8135,29858.3493,29907.7878,29532.9036,29335.4582,26325.2426,27686.5252,29596.3326,294.3157,11.3032,283.0125,200.5331,-65.6989,266.2321,92.3377,91.6603,91.6603,83.5044,71.0715,92.071,76.213,-9.496,37.4366,40.7156,200.5331,0.6836
4/5/2017,29996.0293,30007.4805,29817.6895,29974.2402,11200,29495.8629,29584.1054,29601.8084,29772.7125,29813.4614,29457.4813,29235.2759,26318.402,27663.6933,29557.6709,283.1204,2.9337,280.1867,215.9483,-64.9167,280.865,92.2499,92.8886,92.8886,94.1485,73.8998,100,100,-3.8207,36.383,41.5369,215.9483,0.7371
4/3/2017,29737.7305,29926.9395,29705.7207,29910.2207,10100,29448.848,29492.5667,29502.3209,29631.5479,29631.7262,29405.677,29170.1471,26311.6417,27640.1343,29530.6278,259.7098,-19.7435,279.4533,237.015,-56.8131,293.8281,89.577,92.4643,92.4643,97.3281,67.8463,100,100,-2.1177,35.2108,42.5636,237.015,0.8102
3/31/2017,29633.9102,29687.6406,29552.6094,29620.5,11800,29440.4289,29438.0859,29448.2661,29553.471,29530.0927,29385.6283,29163.5055,26304.9659,27618.9465,29516.4137,252.3513,-32.0378,284.3892,250.9783,-52.8771,303.8554,79.2005,91.3967,91.3967,87.1894,64.9015,100,100,-14.0535,34.3278,42.5389,250.9783,0.8589
3/30/2017,29538.0293,29684.5391,29521.6504,29647.4199,15700,29452.6119,29394.5693,29415.3028,29492.0791,29445.6303,29390.4859,29155.8103,26298.363,27598.5933,29508.9946,249.8594,-42.5392,292.3986,271.1681,-42.4092,313.5772,64.3347,84.87,84.87,92.8754,62.0096,77.9986,100,-25.788,34.8297,42.5671,271.1681,0.9292
3/29/2017,29463.0098,29554.3906,29439.4199,29531.4297,41600,29447.092,29362.6894,29398.7687,29449.9879,29383.006,29414.1813,29152.7536,26291.8292,27579.003,29504.9718,252.807,-50.2264,303.0334,303.3881,-15.6351,319.0232,47.2803,61.3346,61.3346,94.1254,59.6696,59.935,100,-42.6682,35.4089,41.7467,303.3881,1.041
3/28/2017,29301.2207,29442.1797,29301.2207,29409.5195,33500,29446.077,29340.3959,29395.69,29424.8008,29340.0403,29452.8257,29151.2613,26285.361,27559.9727,29500.218,260.5302,-55.0598,315.59,295.7878,-22.0942,317.882,36.085,46.7993,46.7993,67.6093,54.1933,34.657,33.9958,-60.4099,36.9575,41.5988,295.7878,1.016
3/27/2017,29395.6797,29420.6992,29163.5391,29237.1504,15100,29459.6779,29349.1015,29424.5004,29460.9686,29384.8347,29492.5683,29148.4786,26278.9559,27542.3843,29490.1283,283.0715,-46.2835,329.355,304.5984,-12.5697,317.1681,27.1406,33.7069,33.7069,22.2691,58.3571,23.325,45.8092,-85.4949,39.5391,42.0655,304.5984,1.0478
3/24/2017,29350.5996,29539.8496,29350.1699,29421.4004,21000,29420.71,29338.7508,29429.0514,29465.1265,29386.5826,29503.2376,29135.7807,26272.607,27523.6642,29469.4867,298.1073,-42.8185,340.9258,316.6713,1.0068,315.6645,23.2701,27.7488,27.7488,50.5196,56.9359,8.0553,24.1659,-41.4161,42.5733,42.6668,316.6713,1.0909
3/23/2017,29201.0098,29373.7891,29198.0801,29332.1602,26000,29376.6199,29336.1178,29433.7824,29487.9439,29417.3962,29477.1103,29123.1379,26266.3203,27505.2103,29437.9799,317.5523,-34.0782,351.6305,332.2301,19.6787,312.5514,30.0041,19.966,19.966,28.3319,52.0487,0,0,-48.7777,43.9946,43.5255,332.2301,1.146
3/22/2017,29341.4102,29341.4102,29137.4805,29167.6797,14700,29358.625,29366.1418,29462.4397,29581.7311,29559.2693,29422.0859,29121.6666,26260.0947,27488.081,29392.3978,352.9832,-7.1668,360.15,332.6157,21.8715,310.7441,47.0224,22.0956,22.0956,4.3949,57.5673,2.2022,0,-65.0693,46.6908,45.3665,332.6157,1.1484
3/21/2017,29525.8809,29585.0508,29380.1406,29485.4492,11500,29333.7,29371.6377,29461.0378,29640.6316,29666.583,29345.6443,29115.2423,26253.9239,27469.3605,29331.0391,378.7763,16.8346,361.9417,327.2606,17.8755,309.3851,68.1471,47.9508,47.9508,27.1713,65.8196,35.5356,0,-33.5945,49.9164,47.5236,327.2606,1.1314
3/20/2017,29653.5391,29699.4805,29482.4004,29518.7402,400800,29267.033,29337.3614,29413.9746,29631.8555,29689.074,29246.2203,29063.7856,26247.8162,27448.5875,29261.2964,387.4058,29.6727,357.733,338.4751,28.1679,310.3072,80.8831,71.0209,71.0209,34.7205,72.2722,68.8689,6.6067,-30.2971,50.7501,47.4648,338.4751,1.172
