timestamp,open,high,low,close,volume,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,MAMA-FAMA,MAMA-MAMA,T3,MACD-MACD,MACD-MACD_Hist,MACD-MACD_Signal,MACDEXT-MACD,MACDEXT-MACD_Hist,MACDEXT-MACD_Signal,SlowD,SlowK,STOCHF-FastD,STOCKF-FastK,RSI,STOCHRSI-FastD,STOCHRSI-FastK,WILLR,ADX,ADXR,APO,PPO
11/15/2018,35145.75,35402,35118.4219,35260.5391,20000,35075.9016,35003.256,35146.695,35212.2624,35357.3219,35136.4647,35095.1864,32207.1103,35301.861,34705.516,-96.3991,185.03,-281.4291,271.9879,474.704,-202.7162,58.9635,73.7281,73.7281,80.6165,53.7337,44.6895,49.066,-12.8762,19.2681,23.4277,271.9879,0.7855
11/14/2018,35330.1406,35351.8789,34986.8594,35141.9883,23300,34957.6355,34971.5906,35112.4924,35195.3776,35387.4531,35059.2923,35088.6755,32191.5588,35303.4379,34582.1607,-122.56,205.1265,-327.6866,167.2059,471.7795,-304.5735,54.5273,50.1052,50.1052,69.1192,57.3875,57.2308,85.0024,-11.8942,20.166,25.0656,167.2059,0.4833
11/13/2018,34846.1914,35187.75,34672.1992,35144.4883,12000,34831.5137,34891.9128,35021.833,35085.7525,35290.5641,34943.3384,35051.5713,32175.9212,35303.1681,34449.6453,-172.9426,206.0256,-378.9682,46.6899,448.2226,-401.5327,66.5837,53.0572,53.0572,71.4486,49.2333,58.2873,0,-10.8094,21.4249,27.2546,46.6899,0.135
11/12/2018,35287.4883,35333.2188,34756.8008,34812.9883,15700,34701.8824,34902.0732,34995.595,35149.1486,35452.7097,34783.5565,35083.9624,32160.2064,35307.7841,34313.8924,-185.4586,245.0159,-430.4746,-79.7506,416.4761,-496.2266,78.4447,60.4196,60.4196,9.7477,58.4054,91.6206,86.69,-26.1236,23.6807,29.4673,-79.7506,-0.2303
11/9/2018,35258.1289,35287.2891,35011.2305,35158.5508,17100,34550.8137,34816.4254,34861.6541,35032.7586,35373.0356,34582.4553,35031.7455,32144.3894,35307.9891,34173.9461,-243.6682,248.0604,-491.7286,-220.6572,370.6377,-591.2949,87.4966,86.2744,86.2744,77.9754,57.9362,94.6436,88.1719,-7.1468,25.7281,31.6466,-220.6572,-0.6363
11/7/2018,35301.8789,35302.25,35183.1719,35237.6797,2500,34402.8609,34718.269,34706.1509,34884.52,35250.3318,34370.4046,34974.7814,32128.4919,35308.4927,34049.3617,-311.4311,242.3126,-553.7437,-369.9263,309.6115,-679.5377,87.3554,88.6402,88.6402,93.5357,58.8261,98.5864,100,-3.2114,26.549,32.4492,-369.9263,-1.0655
11/6/2018,35076.2383,35196.0313,34889.7188,34991.9102,16200,34293.043,34588.5779,34522.7261,34662.0825,35016.4394,34186.6241,34940.1969,32112.512,35308.5595,33949.9371,-397.8459,216.4759,-614.3218,-465.2308,296.029,-761.2598,87.882,87.5751,87.5751,87.3122,55.6649,98.5864,95.7591,-10.7181,26.3856,33.1729,-465.2308,-1.3383
11/5/2018,35118.6211,35123.4102,34811.6016,34950.9219,22200,34179.007,34480.209,34359.5932,34461.6789,34802.7471,34043.0352,34925.2408,32096.4515,35310.9062,33885.6226,-479.3814,189.0594,-668.4408,-570.1185,274.1866,-844.3051,85.3256,85.851,85.851,85.0728,56.3969,100,100,-12.6027,26.585,34.4233,-570.1185,-1.6372
11/2/2018,34743.9492,35190.1992,34649.8008,35011.6484,38700,34136.084,34338.3396,34180.9501,34173.8224,34444.6964,33971.0072,34921.4134,32080.2984,35312.8485,33860.4332,-580.7929,134.9128,-715.7056,-604.6459,317.055,-921.7009,82.7572,90.22,90.22,90.3402,51.3018,95.7233,100,-9.4042,27.0598,35.4296,-604.6459,-1.7328
11/1/2018,34650.6289,34679.9297,34303.3789,34431.9688,22400,34118.018,34248.2041,34067.1444,33956.992,34161.3654,33977.4868,34923.1498,32064.0544,35318.5949,33879.4761,-663.6345,85.7993,-749.4338,-644.7284,350.5241,-995.2525,68.2638,79.9057,79.9057,82.1399,49.9919,95.7233,100,-21.7363,27.5872,37.0076,-644.7284,-1.8444
10/31/2018,33963.0898,34463.3789,33587.2383,34442.0508,25900,34207.293,34158.7764,33986.5379,33713.4228,33809.071,34075.0307,34934.0177,32047.7,35325.3421,33935.9414,-750.216,20.6677,-770.8837,-705.4268,356.8433,-1062.2701,51.8812,78.1458,78.1458,98.1799,39.1365,62.39,87.17,-50.2789,29.9651,39.2552,-705.4268,-2.013
10/30/2018,34068.9219,34176.3594,33799.7891,33891.1289,15800,34311.4168,34202.2623,34049.87,33701.4271,33762.8489,34228.3298,34985.0371,32031.2294,35339.1022,34022.5898,-779.8092,-3.7586,-776.0506,-805.555,317.1773,-1122.7322,29.3656,46.7398,46.7398,59.3973,40.3499,36.2535,100,-74.0886,33.0843,42.8257,-805.555,-2.2904
10/29/2018,33549.8789,34154.6016,33341.8008,34067.3984,28000,34401.7074,34231.8935,34110.3765,33649.3928,33642.7984,34408.1402,35025.1983,32014.6069,35351.9323,34120.4102,-817.0139,-41.903,-775.1109,-935.365,239.4741,-1174.8391,17.5017,30.7581,30.7581,76.8603,30.8922,5.9178,0,-66.4706,35.2538,45.2646,-935.365,-2.6498
10/26/2018,33776.8008,33776.8008,33291.5781,33349.3086,21300,34475.9117,34383.4523,34278.7461,33823.0658,33837.1202,34579.1365,35071.9795,31997.8365,35370.1349,34223.6184,-799.7688,-35.1336,-764.6352,-1014.8429,195.6803,-1210.5232,10.0692,10.5989,10.5989,3.962,32.9477,15.1087,8.7605,-97.505,37.5651,47.4094,-1014.8429,-2.8621
10/25/2018,33778.6016,33838.7617,33553.1797,33690.0898,17400,34504.6137,34518.2638,34411.0757,33968.1584,33995.617,34695.5,35087.0819,31980.8902,35386.2291,34316.7983,-789.2294,-33.3776,-755.8518,-1105.425,128.6696,-1234.0946,8.8656,11.148,11.148,11.452,32.9633,12.1886,8.993,-93.3288,38.3493,48.3874,-1105.425,-3.1033
10/24/2018,34203.6992,34300.9688,33726.0703,34033.9609,18900,34576.0746,34682.6331,34556.0708,34174.6515,34250.3358,34750.6417,35121.885,31963.778,35402.4678,34401.9076,-764.4811,-16.9737,-747.5074,-1212.6382,35.6651,-1248.3033,13.0909,8.4606,8.4606,16.3827,36.6671,15.2391,27.5727,-83.5044,39.9603,48.4514,-1212.6382,-3.389
10/23/2018,33935.8789,34073.9219,33742.75,33847.2305,12700,34620.8867,34789.0629,34631.9231,34274.6262,34360.6742,34735.2072,35137.3834,31946.4981,35414.5766,34479.6185,-765.0562,-21.7922,-743.264,-1266.6804,-22.7373,-1243.9431,28.5495,6.9882,6.9882,5.6091,32.3576,23.193,0,-93.4269,42.2615,49.1658,-1266.6804,-3.5274
10/22/2018,34689.3906,34748.6914,34082.7617,34134.3789,17100,34668.5348,34978.6593,34765.1332,34539.4998,34719.9468,34674.4361,35159.1437,31929.0706,35429.5129,34559.2168,-727.3931,10.4228,-737.8159,-1266.611,-40.434,-1226.1771,53.0394,23.8238,23.8238,3.3899,39.0935,56.5264,18.1447,-78.1684,43.7994,48.9439,-1266.611,-3.5118
10/19/2018,34563.2891,34563.2891,34140.3203,34315.6289,16000,34709.3945,35042.9413,34768.7703,34570.4727,34757.7099,34606.0022,35166.5448,31911.4804,35436.9889,34643.367,-745.4622,-5.0406,-740.4216,-1247.8867,-46.6813,-1201.2054,75.5717,54.8364,54.8364,11.9656,37.122,83.8115,51.4344,-68.5372,46.4279,48.9041,-1247.8867,-3.4465
10/17/2018,35543.3789,35605.4297,34727.1602,34779.5781,17700,34835.1188,35149.5306,34818.1939,34678.6585,34909.1003,34609.3743,35198.9401,31893.7643,35445.8141,34756.0038,-744.8425,-5.6811,-739.1615,-1249.5859,-82.5305,-1167.0554,79.2636,80.4579,80.4579,56.116,47.9873,100,100,-49.6401,48.5453,48.5502,-1249.5859,-3.4375
10/16/2018,35004.3281,35215.7891,34913.0586,35162.4805,12900,34941.066,35062.0088,34708.6825,34398.9765,34488.4675,34699.7168,35183.6194,31875.9148,35444.8286,34906.5865,-833.0084,-95.2672,-737.7412,-1274.5165,-154.5088,-1120.0077,69.2776,91.4209,91.4209,96.4277,39.1748,100,100,-50.0247,52.5672,49.4186,-1274.5165,-3.4964
10/15/2018,34971.8281,35008.6484,34559.9805,34865.1016,10600,35068.0582,35074.8267,34720.2697,34277.2719,34252.1272,34879.1458,35194.8596,31857.9806,35449.2781,35116.5054,-878.5385,-164.6141,-713.9244,-1256.5223,-195.0691,-1061.4531,47.121,65.9119,65.9119,88.8301,38.6104,74.9821,100,-60.5418,55.2753,50.3247,-1256.5223,-3.4354
10/12/2018,34291.9219,34808.4219,34279.7813,34733.5781,31300,35216.1492,35097.7153,34764.6918,34145.8146,33960.7364,35138.3378,35211.7969,31839.9339,35454.1009,35368.9556,-920.5636,-247.7928,-672.7709,-1226.9853,-223.0728,-1003.9125,33.3578,50.4999,50.4999,89.005,25.6148,55.3979,100,-65.0878,57.2536,50.8774,-1226.9853,-3.3424
10/11/2018,34063.8203,34325.1797,33723.5313,34001.1484,30700,35456.15,35276.7805,34976.3696,34292.4116,34033.7366,35469.31,35416.3305,31821.7722,35465.8401,35649.742,-891.5862,-280.7635,-610.8227,-1233.3037,-290.8762,-942.4274,20.8036,24.9511,24.9511,19.9008,20.5356,31.1237,24.9463,-90.7092,58.4256,50.725,-1233.3037,-3.3434
10/10/2018,34493.2109,34858.3516,34346.5,34760.8906,24400,35743.432,35546.3272,35281.7536,34612.7563,34347.3961,35810.6171,35857.6826,31803.4603,35480.0019,35930.4032,-818.4069,-277.7751,-540.6318,-1173.3962,-303.7752,-869.6211,16.3595,24.6224,24.6224,42.594,23.2221,22.8083,41.2475,-73.4747,56.9425,49.4367,-1173.3962,-3.1657
10/9/2018,34651.8203,34711.6797,34233.5,34299.4688,30300,35929.1359,35780.3531,35542.8308,34873.3478,34575.5843,36084.947,36027.783,31784.9852,35489.9695,36196.0431,-756.8193,-285.6313,-471.188,-1106.7859,-313.1823,-793.6035,10.6137,12.8373,12.8373,12.3586,24.2779,9.0591,27.1773,-89.0418,56.0701,48.5302,-1106.7859,-2.9727
10/8/2018,34412.3594,34636.4297,33974.6602,34474.3789,20400,36156.4258,36031.1381,35816.3955,35173.3612,34858.6563,36310.6379,36236.9077,31766.3672,35498.4356,36443.9994,-683.3521,-283.572,-399.7802,-1041.8663,-324.5512,-717.3151,14.416,11.6187,11.6187,18.9146,19.2918,0,0,-83.1792,54.0884,46.1727,-1041.8663,-2.7859
10/5/2018,35097.9883,35118.5391,34202.2188,34376.9883,22100,36443.0789,36390.8667,36185.6172,35702.2013,35486.6735,36509.7862,36655.6351,31747.6131,35509.4061,36664.5495,-555.2602,-226.373,-328.8872,-940.5368,-303.3787,-637.1581,20.4532,7.3851,7.3851,7.2386,23.2342,33.3333,0,-94.683,51.3803,43.4214,-940.5368,-2.5036
10/4/2018,35820.5313,35820.5313,35022.1211,35169.1602,21300,36676.573,36678.173,36472.6326,36123.7772,35994.6239,36665.6219,36956.0446,31728.7096,35513.5618,36848.9284,-453.5012,-181.2073,-272.2939,-826.156,-268.8365,-557.3194,29.6667,24.2442,24.2442,8.7031,28.8203,49.1476,0,-94.1384,48.555,40.4563,-826.156,-2.1916
